t_phase,flux,flux_err
-0.4998104013505803,0.00090897083,0.001417914
-0.49980672589089503,0.0017575026,0.0014382247
-0.4998041048221262,0.0025343895,0.00155106
-0.4997803345478906,-0.0004157424,0.0014174925
-0.4997611104733559,-0.0004428029,0.0014317513
-0.4997421718639965,-0.002043426,0.001510805
-0.4997229445604535,-0.0011841655,0.001518579
-0.49942206760604424,0.0020445585,0.0014173317
-0.4994172969857881,-0.0013905168,0.0014290216
-0.4994142162136981,-0.003015995,0.0014736042
-0.49941216354436646,0.0019903183,0.0016778288
-0.49939956424468346,0.0007523298,0.0014176673
-0.49937954336248846,0.00029623508,0.0014181626
-0.49936055163890114,-0.0004683137,0.0014605897
-0.4993417429778534,0.0015646219,0.0016799535
-0.4990282340965393,0.001914382,0.0014164323
-0.49902455798101375,0.0013889074,0.0014451718
-0.4990219365849651,0.0010179281,0.001555576
-0.49899817319410744,0.0009070635,0.0014190071
-0.4989789487264783,-0.00016790628,0.0014319777
-0.49896001011686286,0.0022273064,0.0015116414
-0.49894078543540055,0.0012972355,0.0015212889
-0.49863990113844825,-0.0016825795,0.0014160887
-0.4986351293381406,0.0006070137,0.0014255258
-0.4986320481724439,0.00019705296,0.0014762632
-0.4986299949794132,0.0011352301,0.0016786465
-0.4986174036773452,-0.00064760447,0.0014163334
-0.49859738174685575,-0.0014076233,0.0014218425
-0.49857839002237214,-0.0003887415,0.0014620759
-0.4985595812304636,0.00014472008,0.0016798283
-0.4982460667771961,-0.001853764,0.001414484
-0.4982423901372032,-0.0025991201,0.0014410584
-0.49823976828198946,-0.002069354,0.0015498507
-0.49821601184006825,-0.0008126497,0.0014166129
-0.4981967871107176,0.0010983944,0.001434053
-0.49817784836998524,-0.0010480881,0.0015124135
-0.49815862644120834,0.000934124,0.001523567
-0.49785773460554994,-0.0022946596,0.0014161054
-0.49785296162519077,-0.0017709732,0.001422962
-0.4978498801319581,0.00076270103,0.0014758267
-0.49784782641446,-0.0016629696,0.0016763874
-0.49783524311026306,-0.0010255575,0.0014219498
-0.49781522013032675,0.001418829,0.00141745
-0.49779622827472625,0.0001975298,0.0014613405
-0.4977774193524692,0.0012481213,0.0016784501
-0.4974638995234112,0.0008826256,0.0014169838
-0.49746022222783415,-0.00046515465,0.0014403877
-0.49745760004431605,0.0022771358,0.001551982
-0.497433850617658,0.00095152855,0.0014158048
-0.4974146254944446,0.0008471012,0.0014349095
-0.4973956867542245,-0.001672864,0.0015126546
-0.4973764673164114,-0.0007362962,0.0015246796
-0.49707556813795395,-0.0017524362,0.0014166484
-0.49707079397754317,-0.0013847351,0.0014295584
-0.49706771209147216,0.001486063,0.0014758767
-0.4970656578489946,-0.00020003319,0.0016771187
-0.49705308241206414,0.0031023026,0.0014196684
-0.49703305851379775,0.0012918711,0.0014200268
-0.4970140666589655,0.0020985603,0.0014592604
-0.4969952574742187,0.0019425154,0.0016797007
-0.4966817322035558,-0.00030517578,0.0014160768
-0.49667805431769685,-0.00014060736,0.0014414841
-0.49667543174134043,0.0019495487,0.0015496942
-0.49665168926413095,-0.00028210878,0.0014153192
-0.4966324637475671,0.00016713142,0.0014349805
-0.4966135250065786,-0.0013770461,0.001510524
-0.49659430819187067,0.00036263466,0.0015275299
-0.4962934016706141,0.002823472,0.0014199145
-0.4962886262648494,0.00056159496,0.0014293208
-0.49628554398504376,-0.001506865,0.001476823
-0.4962834893488315,0.0022944212,0.001676488
-0.4962709218447259,-0.00013327599,0.0014190993
-0.49625089689803703,-0.0012527704,0.0014176196
-0.4962319050432047,3.85046e-5,0.0014608788
-0.49621309559571214,0.00154984,0.0016777364
-0.49589956494900267,-0.0007247925,0.0014167012
-0.49589588647363014,-0.0017879009,0.001441316
-0.49589326350366714,0.0004427433,0.0015519976
-0.4958695279103478,-0.00060141087,0.0014148891
-0.49585030213155024,-0.00054705143,0.0014351433
-0.49583136325893273,0.0009584427,0.0015161319
-0.4958121490669457,0.0004286766,0.0015298845
-0.4955112352030181,0.00032818317,0.001418512
-0.49550645861771403,7.4625015e-5,0.0014237708
-0.4955033759439176,0.0014169216,0.0014770201
-0.4955013207836222,-0.0023286939,0.0016737998
-0.49548876127764374,8.046627e-5,0.0014157302
-0.4954687352822763,-0.0002527833,0.0014212062
-0.49544974329607105,-0.0013753176,0.0014607926
-0.4954309338485784,0.00029933453,0.0016796809
-0.4951173976294033,-0.0018086433,0.0014153881
-0.4951137185642611,-0.001277864,0.0014382206
-0.49511109526624997,-0.00048089027,0.0015489802
-0.49508736655605246,0.0006941557,0.0014167803
