t_phase,flux,flux_err
-0.49995694111145217,-0.0047626495,0.0003881474
-0.4999317185856116,-0.004725516,0.00038787248
-0.499839523842059,-0.005212486,0.0003876894
-0.49982403231005534,-0.004714608,0.00038811986
-0.49975533750194945,-0.0051552653,0.0003876943
-0.4997381676906616,-0.004737437,0.00038758296
-0.49965658286011005,-0.0051879883,0.0003872985
-0.49962006676580284,-0.0055354238,0.00038775947
-0.499611840168793,-0.0051732063,0.00038913183
-0.499489189741138,-0.0053882003,0.0003873788
-0.4994335339952216,-0.004756093,0.00038785316
-0.49937928845261625,-0.0051101446,0.00038773747
-0.4993128167038814,-0.0052203536,0.00038785636
-0.49928718156817253,-0.004585743,0.0003874977
-0.49914228723944465,-0.0044267178,0.0003882594
-0.49911709038784435,-0.0054059625,0.00038784253
-0.49902486450784744,-0.004772842,0.00038773296
-0.49900941394550924,-0.0055098534,0.0003879901
-0.49894070056414863,-0.00456208,0.0003877234
-0.49892350070840386,-0.0046181083,0.00038752714
-0.49884190659155836,-0.0049242973,0.00038730633
-0.4988054418457317,-0.0044327974,0.00038804015
-0.49879718684397956,-0.0045276284,0.0003892694
-0.49870863759782225,-0.0053548813,0.0003895316
-0.49867453368408876,-0.003802836,0.0003877279
-0.4986189014280378,-0.0053700805,0.00038779626
-0.4985646258411087,-0.004122257,0.00038791087
-0.4984981961542936,-0.0051779747,0.00038791183
-0.498472510762225,-0.0044314265,0.00038737082
-0.49832763336810415,-0.0045408607,0.0003881442
-0.49830246219021057,-0.004739046,0.0003879055
-0.498210205173369,-0.0038843155,0.0003879175
-0.4981947955813635,-0.003941238,0.0003882467
-0.49812606308008744,-0.004791379,0.0003877279
-0.4981088342732065,-0.0046591163,0.00038757385
-0.49802723032300644,-0.0041754246,0.00038749434
-0.49799081747218743,-0.004022062,0.00038797283
-0.49798253351836586,-0.0043575168,0.000389283
-0.4978940203253972,-0.0052324533,0.00038938023
-0.49785987762703954,-0.004304409,0.0003876579
-0.497804269407381,-0.004765153,0.0003879436
-0.4977499632293343,-0.0038022995,0.00038792513
-0.49768357505884553,-0.0047495365,0.0003878664
-0.4976578399570777,-0.0040653944,0.00038756506
-0.49751297949649675,-0.0035924911,0.00038845526
-0.49748783399311014,-0.003951311,0.00038805083
-0.49739554583889056,-0.0035037398,0.00038796387
-0.49738017721641725,-0.0042505264,0.00038822668
-0.4973114261425535,-0.004046023,0.00038800802
-0.49729416783787594,-0.0043920875,0.00038753665
-0.4972125540552548,-0.004467666,0.0003873984
-0.49717619309917693,-0.0044544935,0.00038796975
-0.49716787964635833,-0.0036494732,0.00038943402
-0.49707940359976566,-0.005140245,0.00038961004
-0.4970452210238634,-0.004265666,0.00038764282
-0.49698963738579094,-0.003810823,0.00038803072
-0.49693530007143294,-0.0045072436,0.0003878495
-0.496868953962464,-0.004563868,0.00038803436
-0.49684316915153026,-0.004345238,0.00038727873
-0.49669832562462246,-0.0032687783,0.00038842208
-0.49667320579614316,-0.0041395426,0.0003880043
-0.4965808865044121,-0.0031943917,0.00038803337
-0.4965655593975984,-0.003706634,0.00038827976
-0.4964967892047527,-0.0042054653,0.00038785333
-0.49647950085575143,-0.0037224293,0.00038771267
-0.49639787778696975,-0.004462123,0.00038737652
-0.49636156872536596,-0.0030825138,0.0003881129
-0.49635322632114476,-0.0032854676,0.00038950384
-0.4962647863276073,-0.0049146414,0.00038970908
-0.4962305649673475,-0.0038112998,0.00038772705
-0.4961750048179401,-0.0037266612,0.0003881308
-0.4961206374592586,-0.0038749576,0.0003879437
