BTJD	fluxes	errors	fluxes_detrended	errors_detrended	flags	quarter
1437.9971750045218	5949.4175	17.05967	1.2690980853395089	0.002867452	0	5
1437.9985639135596	5911.3926	17.051208	1.258900983389146	0.0028844655	0	5
1437.9999528225974	5933.269	17.014545	1.2614731987650378	0.0028676512	0	5
1438.0013417316345	5915.088	16.995775	1.2555343179896503	0.0028732922	0	5
1438.002730640673	5862.915	16.964872	1.242411798003644	0.00289359	0	5
1438.0041195497117	5850.4214	16.92779	1.2377270171721508	0.0028934309	0	5
1438.0055084582832	5880.0757	16.914307	1.2419598852758897	0.0028765458	0	5
1438.0068973673212	5809.345	16.88092	1.2250108511638096	0.0029058214	0	5
1438.0082862763595	5790.621	16.853092	1.219065841386916	0.002910412	0	5
1438.0096751853982	5768.0566	16.817142	1.2123300606271874	0.0029155647	0	5
1438.0110640939704	5712.709	16.797876	1.1987344254623873	0.0029404396	0	5
1438.0124530030077	5705.257	16.772264	1.1952145378249173	0.0029397914	0	5
1438.0138419120456	5669.587	16.75477	1.185802170525349	0.0029552013	0	5
1438.015230821084	5676.4863	16.734045	1.18530751412569	0.0029479584	0	5
1438.0166197296564	5653.8604	16.701525	1.178657685208406	0.0029540039	0	5
1438.0180086386943	5643.873	16.676823	1.1746586302257223	0.0029548544	0	5
1438.019397547732	5587.589	16.646818	1.161051400113488	0.002979249	0	5
1438.0207864563051	5577.835	16.640648	1.1571404214377667	0.0029833524	0	5
1438.0221753653434	5535.0347	16.591143	1.1463971018930317	0.0029974775	0	5
1438.0235642743808	5490.692	16.562647	1.135369329103253	0.0030164954	0	5
1438.024953182953	5520.2744	16.570107	1.1396387614069232	0.0030016818	0	5
1438.0263420919907	5451.3247	16.543163	1.1235858457493293	0.003034705	0	5
1438.0277310010285	5426.4395	16.510403	1.1166527129290311	0.003042585	0	5
1438.0291199096016	5360.4346	16.461138	1.1012945778680996	0.0030708588	0	5
1438.0305088186394	5370.6616	16.455256	1.101623269119582	0.003063916	0	5
1438.0318977272116	5304.119	16.42947	1.086230389833038	0.0030974927	0	5
1438.0332866362503	5264.9976	16.393764	1.0764946293713193	0.0031137269	0	5
1438.034675545288	5235.421	16.418377	1.0687399515018547	0.0031360185	0	5
1438.0360644538603	5164.7446	16.322933	1.0526351405994538	0.0031604532	0	5
1438.037453362898	5140.377	16.321526	1.0460066707471305	0.0031751613	0	5
1438.0388422714698	5103.4214	16.282114	1.036843910933422	0.003190431	0	5
1438.0402311805085	5051.119	16.252611	1.024599418365653	0.0032176257	0	5
1438.041620089081	4991.1714	16.258274	1.0108475769387963	0.0032574064	0	5
1438.0430089981191	4941.7686	16.190731	0.999273872732566	0.003276303	0	5
1438.0443979066915	4890.0625	16.176722	0.9872742338140528	0.0033080808	0	5
1438.0457868157284	4862.452	16.125803	0.9801722408060781	0.0033163931	0	5
1438.0471757243015	4788.0645	16.082428	0.9636807763119201	0.003358858	0	5
1438.0485646333402	4739.754	16.06537	0.9524840530541211	0.0033894947	0	5
1438.0499535419115	4696.889	16.026382	0.9424180289610832	0.003412127	0	5
1438.0513424509493	4650.229	16.00757	0.9316261879602009	0.0034423186	0	5
1438.0527313595223	4602.8325	15.966985	0.9207238430969711	0.0034689475	0	5
1438.054120268561	4563.343	15.959756	0.9114378297213124	0.0034973826	0	5
1438.0555091771332	4492.779	15.905647	0.8959869510879943	0.0035402693	0	5
1438.0568980857047	4434.7915	15.885055	0.8830912138947689	0.003581917	0	5
1438.0582869947427	4395.73	15.854931	0.8740014800428695	0.0036068938	0	5
1438.0596759033153	4370.7427	15.831724	0.8677375092141874	0.0036222045	0	5
1438.0610648123532	4320.623	15.809098	0.8565144997359927	0.0036589857	0	5
1438.0624537209255	4303.302	15.788148	0.8518216234695738	0.0036688452	0	5
1438.063842629498	4216.104	15.734674	0.8333358609918418	0.0037320415	0	5
1438.0652315385362	4211.0405	15.732471	0.8311195905834027	0.0037360056	0	5
1438.0666204471092	4192.511	15.719981	0.8262608774496262	0.0037495382	0	5
1438.068009355681	4130.7144	15.6798315	0.8129064268814199	0.0037959127	0	5
1438.069398264253	4130.444	15.704962	0.8116862704051487	0.0038022455	0	5
1438.070787173291	4133.0986	15.644348	0.8110489051246418	0.0037851378	0	5
1438.072176081863	4089.478	15.633039	0.8013508875458645	0.003822747	0	5
1438.0735649904361	4098.304	15.618349	0.8019484308373761	0.0038109296	0	5
1438.074953899474	4074.5525	15.593702	0.7961869050585038	0.0038270957	0	5
1438.076342808046	4087.3994	15.585412	0.7975830248083106	0.0038130386	0	5
1438.0777317166182	4066.667	15.609429	0.7924465832109625	0.003838384	0	5
1438.0791206251904	4068.9414	15.582536	0.7918012915273988	0.003829629	0	5
1438.0805095337635	4110.7656	15.591045	0.7988434671394208	0.0037927353	0	5
1438.0818984428013	4097.9146	15.584765	0.7952680966182627	0.0038030967	0	5
1438.083287351373	4101.097	15.588517	0.7948161064329307	0.0038010601	0	5
1438.0846762599458	4127.7773	15.577213	0.7989196490500042	0.0037737533	0	5
1438.0860651685186	4178.95	15.599566	0.8077530925248654	0.0037328913	0	5
1438.0874540770908	4216.2217	15.618248	0.8138865529607523	0.0037043232	0	5
1438.088842985663	4255.2334	15.604213	0.8203464112781387	0.003667064	0	5
1438.0902318942346	4281.356	15.612546	0.824315000180806	0.003646636	0	5
1438.0916208032734	4315.0728	15.6614685	0.8297409324981943	0.0036294796	0	5
1438.093009711846	4352.5024	15.640418	0.8358734846837154	0.003593431	0	5
1438.0943986204177	4394.836	15.661866	0.8429386715108521	0.0035636977	0	5
1438.0957875289898	4445.3867	15.677874	0.8515680198309271	0.0035267738	0	5
1438.097176437563	4516.699	15.690928	0.8641560886645762	0.0034739813	0	5
1438.0985653461357	4543.3506	15.704962	0.8681870215876354	0.0034566915	0	5
1438.099954254708	4593.305	15.737286	0.8766640245569254	0.0034261355	0	5
1438.1013431632794	4614.4565	15.754069	0.8796383624815418	0.0034140681	0	5
1438.1027320718515	4694.83	15.760818	0.8938900602874529	0.0033570582	0	5
1438.1041209804246	4756.564	15.786558	0.9045720226206126	0.0033188995	0	5
1438.1055098889967	4785.133	15.807505	0.9089382423090788	0.003303462	0	5
1438.1068987975689	4829.805	15.808762	0.9163588728909697	0.0032731676	0	5
1438.1082877061413	4879.8184	15.833131	0.9247839706034169	0.0032446147	0	5
1438.109676614714	4945.2324	15.885967	0.9361147815365747	0.0032123802	0	5
1438.1110655232872	4971.742	15.865134	0.9400736623397756	0.0031910613	0	5
1438.1124544313927	5030.969	15.89721	0.9502130769005371	0.0031598702	0	5
1438.1138433399651	5062.453	15.89713	0.9551060770818848	0.003140203	0	5
1438.1152322485375	5114.848	15.907611	0.9639395904832595	0.0031100847	0	5
1438.1166211571096	5172.509	15.931005	0.97375577844383	0.0030799375	0	5
1438.1180100656825	5189.6597	15.949638	0.9759435807426424	0.0030733496	0	5
1438.1193989742549	5244.5864	15.969359	0.985234058399223	0.0030449226	0	5
1438.120787882827	5265.9717	15.968275	0.9882216519647091	0.0030323511	0	5
1438.1221767909335	5317.8433	15.988641	0.9969294368817168	0.0030066024	0	5
1438.1235656995057	5353.4165	15.996055	1.0025784162310274	0.0029880085	0	5
1438.1249546080787	5366.584	15.99194	1.0040355500184408	0.0029799105	0	5
1438.1263435166509	5424.5806	16.007942	1.0138801044099746	0.0029510008	0	5
1438.1277324247567	5433.3335	16.007605	1.0145221482090534	0.0029461847	0	5
1438.1291213333295	5489.7993	16.029016	1.024075195073474	0.002919782	0	5
1438.1305102419026	5494.362	16.025002	1.023949022926683	0.0029166266	0	5
1438.1318991504747	5526.128	16.035423	1.028900148497188	0.0029017467	0	5
1438.1332880585812	5544.9346	16.04439	1.0314435513257396	0.002893522	0	5
1438.134676967153	5590.0845	16.083675	1.0388903159488745	0.0028771793	0	5
1438.1360658757258	5586.882	16.047548	1.0373580010410375	0.0028723623	0	5
1438.137454783833	5616.4136	16.071726	1.0419135256379346	0.0028615638	0	5
1438.1388436924046	5645.782	16.08161	1.046443352942452	0.002848429	0	5
1438.1402326005111	5664.1704	16.063988	1.0489445126380332	0.0028360707	0	5
1438.141621509084	5684.423	16.070862	1.0517990915969093	0.0028271757	0	5
1438.1430104176568	5721.6396	16.074492	1.057798006191906	0.0028094205	0	5
1438.1443993257633	5745.2676	16.092365	1.0612897124976768	0.0028009776	0	5
1438.145788234335	5762.4434	16.075968	1.0635978452398396	0.0027897833	0	5
1438.1471771424415	5784.0815	16.077856	1.066738353734413	0.002779673	0	5
1438.1485660510145	5790.709	16.068659	1.0671208635078928	0.0027749036	0	5
1438.149954959121	5850.8423	16.097828	1.0773685145938265	0.0027513693	0	5
1438.1513438676932	5847.916	16.06822	1.076010931099705	0.002747683	0	5
1438.1527327757997	5873.253	16.095224	1.0798652928522994	0.0027404276	0	5
1438.1541216843727	5886.044	16.0712	1.081422390450426	0.0027303908	0	5
1438.15551059248	5898.5005	16.066858	1.0829293154268698	0.0027238885	0	5
1438.1568995010514	5932.028	16.0806	1.0883133568717471	0.0027108102	0	5
1438.1582884091579	5962.3335	16.0803	1.0931128140642856	0.002696981	0	5
1438.1596773172646	5962.123	16.070168	1.0923284586393465	0.0026953768	0	5
1438.161066225837	5993.675	16.088495	1.0973741586935912	0.0026842456	0	5
1438.162455133944	6033.5195	16.097147	1.1039442906732242	0.002667953	0	5
1438.163844042516	6035.812	16.08253	1.103653279561553	0.0026645178	0	5
1438.1652329506228	6081.502	16.068577	1.1113067501244085	0.0026422052	0	5
1438.1666218587295	6053.6313	16.073532	1.1055307906352276	0.0026551886	0	5
1438.1680107673017	6058.057	16.047544	1.105670246069197	0.002648959	0	5
1438.1693996754088	6084.2153	16.05488	1.1097874890384365	0.0026387759	0	5
1438.1707885835156	6082.7476	16.050262	1.1088776397613103	0.0026386534	0	5
1438.1721774916211	6101.071	16.05553	1.1115885527058573	0.0026315923	0	5
1438.1735664001942	6117.72	16.035658	1.1140055406087535	0.002621182	0	5
1438.1749553083016	6135.796	16.025105	1.11669337874605	0.0026117403	0	5
1438.176344216408	6142.921	16.017942	1.1174003418394725	0.002607545	0	5
1438.1777331245146	6158.5693	16.01403	1.1196701022496962	0.0026002843	0	5
1438.179122033086	6142.741	16.020134	1.1162316905988061	0.002607978	0	5
1438.1805109411932	6163.547	16.003176	1.1194642048365506	0.002596423	0	5
1438.1818998493006	6187.7017	15.995745	1.1233154502628546	0.0025850865	0	5
1438.1832887574064	6167.5645	15.985438	1.1191399044201304	0.0025918558	0	5
1438.1846776655132	6166.3423	15.970227	1.118412654326208	0.0025899028	0	5
1438.18606657362	6160.01	15.967115	1.1167733074784552	0.00259206	0	5
1438.1874554817275	6179.5166	15.955832	1.1198315728403334	0.0025820518	0	5
1438.188844389834	6157.883	15.9170065	1.115448650790539	0.002584818	0	5
1438.19023329794	6175.1777	15.926634	1.1181316426116708	0.0025791377	0	5
1438.1916222065122	6181.145	15.912431	1.1187757744971976	0.00257435	0	5
1438.1930111146194	6193.4243	15.900832	1.120574945025717	0.0025673732	0	5
1438.194400022726	6167.7065	15.888864	1.1155139586776106	0.0025761381	0	5
1438.1957889308326	6182.0195	15.871521	1.117707512785531	0.0025673683	0	5
1438.197177838939	6177.864	15.867203	1.1165748562786055	0.0025683963	0	5
1438.1985667470465	6161.0586	15.838127	1.1131707257342933	0.0025706827	0	5
1438.1999556546878	6150.665	15.825312	1.1109400103130143	0.0025729432	0	5
1438.2013445627938	6164.6123	15.815583	1.1131188537703418	0.0025655439	0	5
1438.2027334709003	6139.995	15.793747	1.1083480156131005	0.0025722736	0	5
1438.2041223790068	6139.112	15.784766	1.1078758654719967	0.0025711807	0	5
1438.2055112871133	6120.123	15.755736	1.1041503120202778	0.002574415	0	5
1438.2069001952207	6069.3394	15.738129	1.0947046781942467	0.0025930547	0	5
1438.2082891033272	6097.8594	15.713094	1.0995765065489944	0.0025768213	0	5
1438.2096780114337	6098.4604	15.718172	1.0994252490768177	0.0025774	0	5
1438.2110669190754	6066.232	15.674916	1.0933692923388638	0.0025839626	0	5
1438.2124558271819	6055.759	15.6609125	1.091248550727018	0.0025861189	0	5
1438.2138447352884	6057.5938	15.640041	1.0913582964963378	0.0025818902	0	5
1438.2152336433949	6035.5796	15.622353	1.0871841226796028	0.0025883766	0	5
1438.216622551501	6014.7393	15.640507	1.0832348149604278	0.0026003632	0	5
1438.2180114591426	5995.989	15.5734215	1.079674977929247	0.0025973066	0	5
1438.2194003672496	5977.272	15.579671	1.0761340232613077	0.0026064853	0	5
1438.2207892753563	5971.973	15.550125	1.0750210539851552	0.0026038506	0	5
1438.2221781829974	5913.272	15.522598	1.0643081213436132	0.002625044	0	5
