,tid,sector,zeta,deltchi2,kurtosis,duration,tau0,depth,period,numdips,flat,teff,logg,class,ra,dec
1262,282051803,11,3418.04,1009.41,22.4894,0.06402682,1601.359702,0.070610166,2.46257,2,y,6246.0,3.87744,eb,132.22239999933345,-75.92673000090878
1263,186544053,8,3413.77,215.858,46.4852,0.05347062,1518.164101,0.01764977,8.911769999999999,1,y,,4.67736,pl,132.92269999999996,-33.1031
1265,198008281,4,3365.11,3040000.0,4.219119999999999,0.033680576000000004,1410.966043,0.032852917999999995,0.2631295,2,n,7089.0,4.04453,usp,60.26642999866664,-54.406238999759324
1268,33689349,6,3253.72,685.8439999999999,25.0955,0.06295446,1471.762564,0.247210145,3.49747,2,y,7098.0,4.109780000000001,eb,92.93092200000001,-17.683373
1271,406276109,1,3238.48,326.592,45.1415,0.06037936,1330.148057,0.10415607699999999,7.54742,2,n,3200.0,4.82099,eb,325.6468,-64.21580000075686
1274,243391171,11,3189.83,4651.36,15.2208,0.0485364,1601.271958,0.023712992999999998,1.5167625,1,n,5943.0,,eb,205.06034700066675,-45.70995900062815
1278,335452175,11,3168.59,4019.34,65.1628,0.13950179999999998,1601.259092,0.008537441,7.7501,1,n,,,pl,226.27983599933327,-47.051156001042216
1281,360571125,12,3133.2,799.158,25.3293,0.05417764,1628.5309710000001,0.011710465,2.4626200000000003,2,y,9517.0,3.6099900000000003,eb,263.8713539999999,-55.76302599970128
1283,167007869,1,3105.41,2121.54,10.6357,0.042975952000000005,1328.552602,0.001814187,0.55097375,1,n,4949.0,,misc,94.80498699999987,-67.59812999975242
1284,9433212,5,3071.4,145.07399999999998,37.0528,0.07019404,1440.157823,0.04241097,5.01386,2,n,5878.0,4.173,eb,73.54680400000001,-9.498141
1287,403136932,1,3051.66,415123.0,3.93359,0.036341314,1327.223989,0.46579751399999997,0.302844286,2,n,3391.0,4.82001,eb,333.76735299866664,-54.27832299970403
1288,332003916,10,3029.5,17187.6,5.50976,0.04652028,1571.118804,0.007006288,0.646115,4,n,7458.0,3.5471699999999995,misc,179.10852699866666,-48.794941000946174
1289,349523518,12,3026.48,26184.8,3.9373099999999996,0.041932843,1625.462893,0.036427081,0.197796429,1,n,6172.56,4.07016,usp,111.49461199933342,-63.22428100001357
1290,277912443,13,3017.61,2104.63,9.50222,0.052723804000000006,1656.44471,0.0065268869999999994,0.537998,1,n,5964.6,4.04211,misc,354.4446150000001,-73.9122469998512
1291,129781743,3,3017.0,9795.84,5.36661,0.035011845,1386.4266710000002,0.007832915,0.2012175,1,n,6655.0,4.24274,usp,36.247972000000004,-38.688128
1292,350518984,5,3006.27,140.238,60.1397,0.0622068,1443.4600289999998,0.028731525,10.3678,1,y,7029.0,,eb,86.18510700000002,-56.71503799882087
1295,72229825,10,2994.6,178.662,21.1552,0.039500047,1570.92235,0.015651911,1.7954566669999998,1,n,6415.0,4.412059999999999,pl,186.75325199999997,-43.67526100003642
1296,350479101,5,2981.7,265.283,57.7851,0.0595895,1438.0442890000002,0.027658135,5.95895,1,y,6662.6,4.05219,eb,85.79449300000005,-59.14474499942194
1297,272086869,12,2974.57,302.366,32.0678,0.07964700000000001,1627.980901,0.017775148,3.98235,2,y,8799.0,4.03845,eb,115.67427499866665,-72.53148700007964
1299,349154435,5,2964.74,213.138,33.6736,0.07090176,1439.081282,0.041264474,4.43136,2,y,5832.0,4.19776,eb,108.18023099999999,-62.016541
1300,349911034,9,2926.15,912.1160000000001,11.7465,0.03769745,1545.3293119999998,0.016651511,0.538535,1,y,5799.64,4.20343,pl,113.97099800133333,-65.68272399995978
1306,270427198,13,2856.21,20797.8,4.40195,0.008536466999999999,1654.334157,0.007279843,2.560940001,3,n,6984.0,3.35815,misc,96.3527290006665,-78.57337200031003
1307,255567460,6,2849.68,213.476,43.8518,0.08278764,1473.477384,0.013900398999999999,6.898969999999999,1,y,9984.0,4.35746,pl,96.44333099933334,-53.10357699987841
1309,312068854,8,2824.63,138.941,58.3778,0.05680632,1522.362534,0.015401541999999999,7.100789999999999,1,y,5716.52,4.31337,pl,140.022761,8.441697
1311,52382500,2,2800.71,53213.3,3.9774300000000005,0.03581942,1356.1252259999999,0.01702565,0.19680999999999998,1,n,5944.0,3.61205,usp,24.198018998000066,-69.95193399906508
1313,48318875,11,2768.27,73414.6,4.24874,0.035128976,1600.056405,0.042039096,0.302836,2,n,5873.0,3.99994,eb,223.3006340006666,-31.629411999184082
1314,24347173,5,2754.79,1577.15,11.6442,0.023205765,1438.911617,0.008472264,0.3516025,2,n,5744.0,4.22328,eb,79.17740500000002,-8.704138
1316,289596375,8,2720.72,474.099,42.2096,0.08710488,1519.072141,0.027868807000000002,7.2587399999999995,2,y,6170.0,3.59646,eb,131.79573900000003,-13.062986
1318,92743594,8,2707.29,292.505,32.6215,0.08446110000000001,1519.1466300000002,0.0192855,8.446110000000001,4,y,4835.0,,eb,129.00164999933332,-53.61506299942272
1321,453828066,4,2674.86,458.662,40.467,0.07308680000000001,1413.701598,0.093237847,9.13585,1,n,6545.99,4.08966,eb,53.36488300000002,0.119663
1324,166319733,11,2660.06,58211.0,4.0991599999999995,0.034144587000000004,1600.558839,0.050870359000000004,0.14109333300000002,1,n,5425.3,3.8654300000000004,usp,206.68058100066662,-37.76678499985436
1325,372909935,10,2649.87,209.688,36.4772,0.0505652,1572.682765,0.011117697,3.6118,1,y,7015.55,4.12122,pl,119.45352499933335,-64.21461500075593
1328,244252435,5,2627.75,24599.0,33.9306,0.04151532,1438.634558,0.054926932000000005,0.94353,2,n,3675.0,4.57221,eb,74.37700000000001,-3.9502
1330,23555025,10,2620.66,234.21200000000002,35.9099,0.0474554,1571.125974,0.041329175,4.74554,1,n,6001.27,4.3422,eb,169.03562499999998,-32.65211399939363
1331,362086333,12,2614.3,9336.97,5.41191,0.066760713,1628.516968,0.010040581,0.282884375,1,n,10440.0,4.18781,usp,107.90984699933313,-84.46941400159328
