,tid,sector,zeta,deltchi2,kurtosis,duration,tau0,depth,period,numdips,flat,teff,logg,class,ra,dec
579,270411008,2,21155.8,21436.1,231.294,0.0519942,1356.879971,0.418833137,8.6657,1,y,5492.0,4.24033,eb,349.403003,-29.172143
581,301247295,12,21059.0,1479.29,96.4337,0.06804352,1629.022535,0.152320743,8.50544,2,y,5933.0,,eb,255.08952499866666,-69.56260999858728
585,244163413,3,20916.6,85273.0,66.7563,0.03933446,1389.4946519999999,0.149714291,1.78793,2,y,6098.0,4.2978,eb,5.163972000000001,-5.143123
588,468958384,7,20798.1,4070.31,21.6387,0.046052175,1497.188627,0.35711830899999997,0.76753625,1,y,3478.0,4.81429,eb,107.70859999999999,7.906
591,146761368,4,20550.3,3530.61,28.3578,0.044049024000000006,1412.6767220000002,0.065819025,0.917688,1,n,6597.0,3.58503,eb,46.173212000000035,-44.660359000317726
597,191926695,8,20232.9,9928.11,35.6051,0.06579782,1518.4159730000001,0.022496283,1.93523,2,y,,,eb,136.52475100000004,-38.885718
598,303427297,10,20219.4,1297.44,52.7584,0.06016654,1569.953068,0.017764628,4.29761,2,n,5273.0,,eb,164.18980799999997,-57.755843999343014
599,260659986,12,20190.7,993.816,93.4785,0.09281766,1628.498923,0.16691315199999998,3.5699099999999997,1,y,6107.78,3.90646,eb,98.48523299866673,-59.960548999888715
604,117879940,5,20066.0,3292.48,27.2884,0.038460392,1439.834184,0.038599907999999995,1.1311879999999999,2,n,5559.0,3.92389,eb,70.727641,-11.872304
609,380645083,13,19946.1,1951.83,86.1588,0.05267352,1658.956709,0.009681702,4.38946,2,n,5927.0,3.58987,eb,285.20638600000007,-34.88028299986744
611,259864042,1,19927.6,2814.23,39.0199,0.015667166,1325.707344,0.14676705,0.46079899999999996,1,n,31000.0,5.59962,eb,40.3253649993332,-68.92372099983989
615,234494090,2,19605.4,3103.15,29.8913,0.0389051,1357.960105,0.195584953,0.9726275,1,y,,,eb,9.812548998666728,-63.20730200000128
623,319467578,7,19324.9,1483.72,47.232,0.03784352,1493.688811,0.024735779,2.36522,2,y,6157.0,4.22383,eb,100.22677399933332,-52.69306600037935
625,369966331,2,19268.0,8603.26,17.7025,0.034686628,1357.317665,0.009706914,0.9128059999999999,2,y,4686.4,,eb,19.739408000000026,-65.183601
638,291320884,12,18849.0,330105.0,8.40874,0.034201335,1625.443253,0.33227086100000003,0.371753636,2,n,3507.0,4.73441,eb,260.9561,-57.41109999916679
654,410654298,11,17985.6,19144.4,218.40900000000002,0.06580184,1604.36698,0.188581556,8.22523,1,y,5234.0,,eb,177.00909999933333,-66.11491400034055
656,66509654,7,17668.5,3453.3,91.685,0.0634716,1493.8882820000001,0.35119012,2.64465,1,y,3253.0,4.80375,eb,109.4248,-23.9913
658,22937402,7,17606.0,15920.0,22.9858,0.0415182,1497.277746,0.006199061999999999,1.38394,2,n,,,eb,109.13272699999999,-38.318922
661,94257578,12,17453.4,2434.57,51.5091,0.04291848,1637.533351,0.032446325,1.19218,2,n,5722.0,,eb,241.41421200000002,-30.646343998986946
665,263925187,13,17361.2,27114.8,12.1283,0.035971776000000004,1657.779322,0.21136581899999998,0.333072,1,n,3944.0,4.5978900000000005,eb,269.99170000000004,-30.07319999887385
668,9053429,2,17229.8,614.369,130.776,0.0777732,1354.531366,0.336158335,12.9622,1,y,31000.0,5.59962,eb,356.09089700000004,-10.195213000847051
673,197886566,4,17141.7,13256.7,14.5401,0.029654687000000002,1411.5003199999999,0.011038363,0.8721966659999999,1,n,6019.0,4.04977,pl,57.31053999866674,-58.44111599903687
676,11756637,6,17096.2,23864.6,90.4756,0.06889808,1469.142081,0.533128947,4.3061300000000005,2,y,3436.0,4.60476,eb,90.61490000000003,-1.3169
678,78450017,7,17044.2,2190.8,27.513,0.04153072,1491.727449,0.11030015300000001,0.9438799999999999,1,y,3524.0,4.60924,eb,102.589,-21.4627
680,259543079,3,16987.1,539.438,124.024,0.05412516,1392.073142,0.177203655,9.02086,1,y,5241.0,4.31974,eb,71.63051800066665,-53.12927099922221
683,365570620,6,16903.6,3594.41,26.9614,0.042924832999999996,1469.89558,0.048005015,0.858496667,1,n,6505.0,3.7381800000000003,eb,81.29476599999998,7.951726
688,142177867,3,16514.8,79263.6,34.4996,0.0401891,1386.2866800000002,0.03867203,1.435325,2,y,5456.0,4.33649,eb,37.41456099999999,-47.228969
689,61724376,13,16496.4,3600.49,24.6134,0.0400635,1661.9672970000001,0.051693857,0.953892857,1,n,5780.0,3.82418,eb,288.95261800000003,-44.50065100027148
691,220015845,2,16484.8,2434.89,210.769,0.06541799999999999,1364.833546,0.336590648,54.515,1,n,5950.0,4.12918,eb,32.36432499933335,-49.55367400054032
692,173038281,7,16477.5,1006.29,89.4658,0.051708000000000004,1492.041856,0.01853618,4.309,1,y,6412.0,4.22808,pl,102.27504699999997,-27.349560000353513
694,60479151,6,16340.2,10367.8,14.636,0.03854087,1469.556337,0.016225159,0.41892250000000003,1,y,6210.0,3.9915,pl,96.314414,-21.780108
696,164681172,3,16154.4,41269.3,109.03299999999999,0.0490649,1393.111279,0.315864563,4.90649,2,y,5694.0,4.23757,eb,24.566597,-21.077358
705,91961,11,15692.7,956.462,85.5571,0.04225888,1602.830531,0.18651342399999998,5.28236,2,y,,4.83973,eb,221.69799999933332,-23.91989999973337
710,31690845,13,15467.4,6685.93,17.7631,0.03837144,1660.805372,0.022371024,1.1991075,2,n,6652.0,3.43149,eb,289.1292390013333,-31.407912999139302
713,48063032,9,15436.5,28457.4,15.1024,0.03635122,1545.4983439999999,0.053075343,0.58631,2,n,5824.0,4.39973,eb,147.48519299933332,-34.11582499970207
716,162585282,10,15330.1,102848.0,8.79848,0.03381144,1574.1493779999998,0.310191751,0.512294545,2,n,3311.0,4.75486,eb,170.31833299933328,-47.589463001214305
719,4723156,4,15187.1,48582.8,172.821,0.05693814,1413.379946,0.410585225,9.48969,2,y,3057.0,4.96416,eb,39.44229999999999,-7.0968
721,323295967,4,15046.5,15986.8,11.527000000000001,0.034813988,1410.9701890000001,0.018769324,0.42456083299999997,2,n,5581.0,,eb,52.64752099999998,-39.242536
725,219328784,1,14733.0,1553.83,44.2917,0.04724964,1328.9295880000002,0.010865986000000001,1.968735,1,n,4539.0,4.30401,eb,333.5010660006667,-54.11708299963483
728,18915591,7,14535.1,848.342,82.8967,0.0698678,1492.783132,0.21963074800000001,3.49339,1,y,7432.73,3.4196199999999997,eb,118.91307499999999,12.669048
732,12631605,4,14464.4,128228.0,16.6359,0.036850617,1411.2678210000001,0.202194691,0.7086657140000001,2,y,5514.0,4.4478,eb,53.116198999999995,-6.972201
736,147314529,7,14054.3,10835.5,16.7111,0.039801531,1492.047443,0.01343143,0.4628085,1,n,11310.0,3.7067099999999997,pl,104.69902000000002,-17.63209499934186
737,340633943,9,14046.3,47938.7,9.30604,0.03382125,1544.634847,0.060757816,0.37579166700000005,1,n,6031.0,4.41184,eb,116.49161399866665,-56.542144999403575
742,412345587,7,13803.5,30616.5,17.2661,0.051627707,1492.9237349999999,1.21138411,0.526813333,1,n,3516.0,4.82466,eb,110.5308,-18.6406
746,114819301,2,13716.0,806.693,78.7745,0.07820192,1355.598908,0.062994033,4.88762,1,y,3786.0,4.32749,eb,2.3045999999999935,-18.913899999550715
748,401926767,5,13657.5,126445.0,120.535,0.04080569999999999,1438.466119,0.482782602,6.80095,2,y,4342.0,4.2546800000000005,eb,57.35216600000001,-1.242353
754,52924466,7,13406.3,399.00699999999995,131.377,0.0424504,1492.6964130000001,0.035125256,10.6126,1,y,5305.0,4.43,eb,102.38742699933334,-33.70918899961533
755,350298314,3,13390.9,358.085,122.984,0.0541,1393.846527,0.234657466,13.525,1,y,5468.18,4.59713,eb,83.74441599866674,-59.33795099953048
757,183537458,2,13293.4,200863.0,7.49782,0.034183263,1356.787088,0.01854527,0.227888421,1,y,6283.0,4.424869999999999,usp,357.7988459999999,-39.86552400036237
764,159897979,3,12985.4,1298.73,112.663,0.04476,1389.4254720000001,0.20779693100000002,16.785,2,y,6687.18,3.74779,eb,48.84923999866663,-38.999802000149174
770,343757299,13,12869.6,917.959,73.5324,0.046555599999999996,1653.984838,0.051452309,5.81945,1,y,9787.0,4.00294,eb,273.21863900000017,-74.28665000058402
772,219201178,7,12857.4,741.789,45.0829,0.0676781,1493.553803,0.036424339,2.417075,2,n,6760.0,4.03316,eb,92.72341900000004,-52.8962489997943
774,148611095,9,12753.0,10162.3,54.7469,0.04837469999999999,1546.9900710000002,0.133775115,4.83747,2,y,3452.0,4.7891900000000005,eb,165.21479999999997,-7.2689000004069255
776,143234741,6,12720.6,746.676,37.5557,0.04219358,1469.94374,0.035656095,1.91789,1,n,5855.0,4.1772599999999995,eb,90.62971900000002,-32.380117
779,167812449,12,12592.4,460.277,75.2346,0.06777056,1629.059346,0.017238975,4.23566,2,n,5799.5,4.28921,eb,104.7824290006667,-61.840069000390535
780,269996393,1,12561.3,494.67800000000005,128.38,0.0415264,1327.8682900000001,0.00560075,10.3816,1,n,5711.0,4.51431,misc,311.46329699933335,-27.60565600040132
786,358022169,12,12479.8,34872.2,8.1588,0.02607864,1626.068937,0.005261064,0.30324,2,y,5740.0,4.5388,eb,193.65575900000022,-80.07288399942574
787,159803421,12,12448.8,13269.5,12.3174,0.028165685,1631.470399,0.002218217,0.276134167,1,y,5708.0,4.37502,usp,261.64523200066674,-32.96964499945967
788,120566395,2,12393.6,1721.6,26.7885,0.03950606,1360.417352,0.013061643000000001,1.7957299999999998,1,n,6001.0,4.04531,pl,3.8449070006666375,-39.52869100027879
790,124712813,7,12313.2,2300.74,20.7918,0.033027543,1493.962059,0.070125878,0.8256885709999999,2,n,3592.0,4.68551,eb,104.76749999999998,-11.7252
795,326356701,1,12077.9,4502.17,21.8829,0.037818087,1327.792935,0.015596091999999999,1.112296667,2,n,4674.0,,eb,325.596991,-21.7627
805,355357949,7,11795.1,1205.46,35.1071,0.049656093,1495.6479140000001,0.035642803,1.4604733330000002,1,n,6714.0,4.17335,eb,109.33896899933336,-49.41468800049195
809,47175622,8,11649.0,2623.47,28.47,0.03656496,1518.637891,0.015101671,1.52354,2,y,6698.4,,eb,145.35474499999998,-7.656434
822,293480903,12,11128.5,500.782,79.0816,0.0908412,1626.193849,0.034731627,7.5701,2,n,6180.3,,eb,49.972970999999916,-82.14342500099698
826,63037741,1,10974.1,303.619,152.411,0.0737712,1327.540391,0.065,12.2952,1,y,3341.0,4.84162,misc,336.86300000000006,-35.01409999989667
835,266769521,3,10732.0,1720000.0,7.77197,0.034317312,1387.492614,0.361670375,0.536208,2,n,6659.0,4.0632,eb,29.750845000000027,-22.91849
843,265551788,6,10473.4,355.48,119.10799999999999,0.0656586,1478.457917,0.014161527,10.9431,1,y,5258.0,,pl,94.757405,5.933676
850,21184505,7,10288.7,655.3,101.001,0.06213312,1495.500924,0.007600695,5.17776,3,n,6146.0,4.23998,eb,128.85272299999997,12.011623
851,443494351,10,10257.1,30530.3,7.87609,0.034040985,1570.042905,0.018084884,0.25788625,1,n,7620.0,3.3342,usp,146.783367,-54.203978999672074
855,425864141,2,10143.0,160410.0,6.38204,0.023147832,1354.915951,0.150526106,0.10918788900000001,1,n,3039.0,4.92833,usp,352.0857,-45.917
858,76698707,11,10117.6,14456.6,9.622069999999999,0.03536662,1600.678395,0.011410773,0.26393,1,y,5845.0,3.61709,usp,229.05507999933332,-32.49565799936128
859,300560295,5,10076.1,255.93,100.184,0.0617526,1438.848309,0.023754895,10.2921,1,n,5885.02,4.25124,eb,112.91588100000001,-68.133224
863,274229418,7,10036.1,11659.0,237.233,0.07694936,1493.714825,0.282213002,9.61867,1,y,3422.0,4.76395,eb,115.4701,5.0401
864,278683641,2,9987.27,1092.07,51.1949,0.06787232,1358.019094,0.141766965,4.24202,2,y,6095.0,4.03357,eb,99.24558300000001,-58.460177
866,349970685,8,9957.5,1154.53,20.3218,0.042740914000000005,1519.188106,0.096550643,1.257085714,2,y,,,eb,114.48460000133343,-60.29251500008529
870,75352949,3,9849.18,54607.5,8.10784,0.03492948,1388.07187,0.043822408,0.47202,2,n,4816.0,,eb,6.417974000000015,-17.815237
871,150357290,2,9811.6,4921.83,13.6719,0.047297088,1355.7380210000001,0.00664258,0.49267799999999995,1,n,5650.55,4.39318,misc,96.16151000066668,-64.05793400063496
873,224283342,2,9742.36,6836.05,11.6461,0.0337174,1355.607946,0.051680684000000005,0.8873,3,n,3165.0,4.88767,misc,356.356999998,-40.33750000048088
874,56128191,5,9720.39,614.651,55.9973,0.04978896,1439.1832359999999,0.029522091,3.1118099999999997,2,y,6798.0,4.20003,eb,70.75734999999997,-6.430753
882,133105082,7,9419.17,32395.8,5.79865,0.034819395,1494.1286,3.075122118,0.4464025,2,n,3282.0,4.74989,eb,120.46930000066664,-40.50520000052338
883,309025566,9,9416.66,51386.1,238.72799999999998,0.0528504,1550.043653,0.137074113,8.8084,1,y,6459.0,,eb,151.074114,-28.378703998546975
886,384742846,13,9341.39,643.2769999999999,61.0544,0.0635689,1656.06114,0.19510442,6.35689,2,y,6542.0,4.20906,eb,258.7280469993327,-82.85525300048079
887,173077938,7,9336.54,3073.29,16.6322,0.03891186,1496.421751,0.003219306,1.2970620000000002,2,n,7382.0,3.8765,eb,111.05160599999999,-40.86816300061613
892,254039358,13,9162.82,2332.3,16.0664,0.037386958,1665.253842,0.004260242,0.747739167,1,y,6124.0,4.1016,pl,285.2532049993333,-40.38926100049395
893,121048789,4,9162.29,4159.03,18.0251,0.041224457,1413.499902,0.003975719,0.644132143,1,y,5709.0,4.2165099999999995,pl,56.199798999999985,-21.294467
900,308184924,11,8895.58,720.6669999999999,43.918,0.06605328,1602.076317,0.269636661,4.12833,2,y,6082.79,3.99681,eb,130.4337380006666,-69.7854389988586
901,153709888,4,8853.53,929.477,39.3239,0.03899484,1414.8021720000002,0.06359094400000001,2.1663799999999998,1,y,6720.0,4.223730000000001,eb,65.56653100066671,-42.07562299959876
906,304071827,12,8785.29,2923.13,23.4673,0.044558267,1625.752051,0.004086912,1.591366667,1,n,6645.0,3.9712400000000003,pl,258.452856,-65.68759699996399
917,22146154,9,8589.4,279.775,86.5986,0.09697584,1549.911862,0.029735506000000002,6.06099,1,y,6874.0,3.97371,eb,148.76338700066668,-25.133114999948713
924,189639080,9,8362.56,435.221,32.7883,0.043865975999999994,1547.062734,0.1835967,1.566642,1,y,8840.0,,eb,144.2186490013333,-28.486561998567453
931,32050581,13,8301.63,509.085,33.6242,0.0560313,1655.200791,0.024356543999999997,1.556425,1,y,5503.0,4.22772,eb,57.07751799999971,-69.1596449994441
932,98658304,3,8293.46,572.761,70.9717,0.0593207,1388.607533,0.154423177,5.9320699999999995,2,n,4996.8,,eb,8.935009999999977,-22.743136
934,220569051,3,8255.93,691.592,46.7635,0.07222618,1387.27735,0.066498548,2.77793,2,y,6025.0,3.73645,eb,46.36765799866669,-60.36274300012738
951,55659311,6,7968.83,312.486,66.3097,0.06713999999999999,1472.045934,0.208808064,5.595,2,y,5103.0,4.45947,eb,74.11730200000011,-64.48751500030322
953,408512382,10,7962.43,719.434,60.6567,0.1048086,1572.6771880000001,0.058634757999999995,4.0311,2,y,7126.06,3.32051,eb,194.65392299933342,-21.71324899935175
959,219421171,5,7893.44,344.926,90.54899999999999,0.04981409999999999,1445.5407890000001,0.167536348,8.30235,2,y,6245.0,3.5716699999999997,eb,79.82365100066664,-49.646861000572905
960,146344020,5,7881.93,728.54,29.1154,0.049890267,1445.499758,0.025643437999999998,2.494513333,2,n,5986.0,3.9446800000000004,eb,74.34596299999998,-20.961128
962,281053777,6,7862.93,35507.2,224.792,0.0661194,1468.953316,1.264734387,11.0199,1,y,6927.56,,eb,98.8227,4.1914
966,409942986,8,7810.9,222413.0,6.207409999999999,0.03411669,1517.823047,0.062729418,0.279645,1,n,5528.0,4.22357,usp,145.00979,-17.164589
974,115693377,2,7678.47,457.07099999999997,60.5202,0.059123699999999994,1361.586402,0.037075817999999996,4.926975,2,n,6136.0,4.13091,eb,6.818861999333308,-41.571549000798754
975,460820330,11,7656.4,449.99199999999996,55.1674,0.0507439,1605.08165,0.388556361,5.07439,2,y,6114.0,4.350969999999999,eb,219.39223100000004,-31.63459699918513
981,270648838,8,7569.84,31755.8,158.89700000000002,0.04580832,1521.772158,0.509017274,7.63472,2,y,6093.77,4.14975,eb,136.70065599999998,5.464656
983,140212820,6,7554.91,1347.03,15.8233,0.04355312,1471.1412619999999,0.021021336,0.7777342859999999,2,y,6392.0,3.9467199999999996,eb,84.96832100066666,-30.765758999010675
985,270348090,11,7552.9,459.32800000000003,49.6595,0.05638049999999999,1603.463599,0.203990817,2.819025,1,y,,,eb,215.48230999999998,-30.842743999026005
987,269342892,7,7528.68,13136.8,6.97244,0.035906954,1493.442463,0.005568326,0.22441846199999999,1,n,,,usp,119.072142998,-48.244865001428664
989,82580956,10,7483.63,1959.54,22.8317,0.05872578,1571.666449,0.004057944,0.94719,1,y,5793.0,3.9384300000000003,pl,169.62948500000005,-53.71393699946408
992,255548311,6,7456.55,255.645,58.0927,0.06948396,1469.8402800000001,0.035553455,4.96314,1,n,,,eb,95.485998,-50.92567400103318
993,146559012,5,7433.67,35423.3,86.4564,0.1056472,1438.103016,0.170127809,2.64118,1,y,6216.0,4.39055,eb,77.51779499999998,-23.67798
995,92628706,1,7424.48,108953.0,230.743,0.05521854,1327.211056,0.302352637,9.20309,1,y,5547.0,4.20585,eb,315.7428620006667,-32.58808399938039
1002,107012110,10,7342.38,532.814,54.0894,0.04853552,1571.099813,0.014840126,3.03347,1,n,5994.0,4.14546,pl,162.044581,-40.00085400039619
1016,451211626,11,7045.14,629.365,32.4341,0.04415022,1600.093807,0.410880536,2.4527900000000002,2,y,3773.0,4.63525,eb,210.31348200000002,-34.96507999988595
1021,279537689,5,7012.79,536.107,81.9626,0.057846400000000006,1441.0607539999999,0.039806366,5.7846400000000004,2,y,5958.0,4.26288,eb,59.40069,-14.164599
1024,9172417,5,6897.84,380356.0,5.192,0.03285546,1438.0462,0.064761937,0.24519000000000002,2,n,3551.0,4.67786,usp,62.057500000000005,-5.7566
1030,405391996,8,6793.63,1388.12,20.6674,0.04112544,1517.5137339999999,0.017041594,1.2851700000000001,2,n,5764.0,,eb,128.785754,-13.75804
1033,80025900,8,6719.34,628.572,61.1263,0.05683188,1519.132484,0.08619868800000001,4.059419999999999,2,y,3876.0,,eb,121.00977699999999,-46.339553
1035,231972938,5,6698.59,575.38,27.5349,0.049625067,1438.903957,0.039200723,1.550783333,1,y,6210.0,4.35489,eb,95.47304799933329,-46.21944800078305
1038,142677613,7,6640.13,924.691,52.8318,0.0680064,1496.449152,0.164423645,3.0912,2,y,8357.0,4.1689300000000005,eb,103.60718900066666,-14.450739999502382
1040,98064760,13,6604.76,487.32199999999995,76.4711,0.0594003,1661.5688460000001,0.067401022,9.90005,1,y,,,eb,289.9125850006667,-40.81598300060272
1047,292293385,13,6509.7,34229.0,5.26932,0.038795424,1657.868833,0.033371627,0.269412667,1,n,5492.0,4.48865,usp,278.49199799866665,-69.8609829989519
1048,167795859,10,6507.33,275.884,49.8416,0.0621235,1570.6871,0.16795301399999998,3.106175,1,y,5479.0,4.00807,eb,104.42338299866668,-61.754957000334564
1049,387463207,4,6489.45,9640000.0,5.637580000000001,0.03343362,1411.416401,0.272637278,0.18996375,1,n,6259.0,4.21574,usp,42.46787699999999,8.938137
1056,437230910,9,6390.45,3014.12,14.8475,0.026639725,1545.107025,0.002367377,0.3805675,1,y,5406.0,4.10251,pl,164.77716299999997,-21.704926999350338
1059,396934949,5,6363.33,17434.3,6.1523900000000005,0.03321296,1439.720429,0.045204460999999994,0.18871,1,n,4340.0,4.29864,usp,63.47450700000002,3.317153
1062,96106862,8,6320.52,605.273,58.0222,0.07532126,1520.323926,0.012424408999999999,5.38009,2,n,6554.0,4.03498,eb,147.20606099999998,-8.493447
1066,146601318,8,6274.12,1213.99,13.9786,0.04342888,1517.9367619999998,0.019066393,0.49351000000000006,1,y,5257.2,3.7509699999999997,pl,149.25579600000003,-1.358776
1069,456609929,13,6234.11,11548.2,15.9384,0.06394962,1657.964567,0.05540365,4.567830000000001,2,y,7643.0,4.0974,eb,282.3517890006667,-59.420576999577236
1070,130942594,10,6230.01,1097.36,132.244,0.0863416,1580.557207,0.20078027199999998,10.7927,1,y,6362.0,,eb,188.34730699933334,-32.74983499941389
1072,87260967,13,6221.57,7452.23,14.0607,0.04252768,1660.93115,0.0014414789999999999,0.545226667,1,y,4665.0,,pl,272.7683660006667,-47.51310800118968
1074,303811839,10,6185.44,412.38699999999994,71.441,0.05537608,1570.332536,0.02033633,6.92201,1,n,5938.0,,eb,164.5428950006667,-55.982253999803596
1078,220402290,2,6120.35,2369.75,15.3446,0.04083287,1356.323328,0.045066178,0.7852475,2,n,5817.04,4.36524,eb,69.57945000066672,-57.20386399906245
1080,271225404,11,6113.62,567.92,32.0577,0.042391000000000005,1601.391308,0.473446369,2.11955,2,y,3764.0,4.624680000000001,eb,211.10743200000002,-31.31083099911974
1083,381948745,12,6029.54,4787.58,13.7222,0.041479464,1632.387677,0.07106512799999999,1.595364,1,n,7084.74,3.5597300000000005,eb,76.36833999933333,-56.30289099928868
1085,128679896,13,5993.03,85649.7,235.638,0.0667842,1662.9224869999998,0.198825568,11.1307,2,y,5594.0,4.20303,eb,299.256437,-43.61216500001874
1089,394657952,12,5944.23,1771.68,20.244,0.040127792999999995,1625.76935,0.027255922999999998,0.872343333,1,y,5725.0,,eb,158.68074000133345,-77.96975700082928
1090,105706808,9,5933.39,8480.43,7.587619999999999,0.00834337,1544.495084,0.00487268,0.198651667,1,n,,,usp,156.25706499933335,-39.517225000275964
1093,231840927,2,5877.25,1462.37,21.7304,0.03925768,1354.4159140000002,0.004241854000000001,1.635736667,2,y,5726.4,4.4463099999999995,eb,25.176324000000022,-65.41943399973395
1096,231833061,1,5851.76,11720.8,231.22,0.04667142,1326.840439,0.489495099,23.33571,2,y,4580.0,4.34877,eb,24.006812000000025,-65.69087999996684
1105,294328887,5,5793.5,1895.85,8.30897,0.033324191,1438.034334,0.102463007,0.354512667,1,n,3079.0,4.8516900000000005,eb,108.978475,-59.341621
1110,124712820,7,5725.79,1088.62,16.9984,0.03137394,1493.130115,0.012622386000000001,0.82563,2,n,3989.0,4.34315,eb,104.7647,-11.7274
1111,312907176,11,5719.6,1210.59,14.7353,0.040932135,1600.49881,0.437595755,0.7580024999999999,1,y,3260.0,5.00956,eb,182.91549999933318,-68.82509999972835
1113,307033218,11,5667.16,192.188,75.1268,0.06868152,1601.09527,0.420141369,25.755570000000002,1,y,5216.0,4.08784,eb,123.30394000066644,-69.32816299964124
1129,438682877,11,5411.77,1656.27,15.6306,0.044262432000000004,1604.231741,0.007677495,0.922134,2,n,5820.0,,eb,202.22055999999998,-44.6836670003245
1131,59038880,5,5297.26,82200000.0,4.70389,0.037253493,1438.250083,0.7938503920000001,0.30535650000000003,2,n,5325.0,4.62689,eb,57.36477500000001,12.908957
1136,412942849,11,5181.17,6399.22,8.75238,0.035020617999999996,1601.2388460000002,0.005721837,0.380658889,1,n,6222.0,3.4388699999999996,pl,204.57122800000002,-55.57170399961291
1137,168697816,5,5176.23,1917.23,11.3577,0.041524,1438.1981560000002,0.024111331,0.6920666670000001,2,n,6456.9,4.37025,eb,61.66900800000002,-34.96655599988627
1143,266816672,3,5039.4,7300000.0,4.92021,0.038195325,1388.1719150000001,0.214836597,0.3031375,2,n,6064.6,4.32986,eb,30.93628799999999,-19.88917
1147,75818403,9,4940.51,7185.89,6.930789999999999,0.04170048,1546.110152,0.623534441,0.56352,2,n,3669.0,4.75669,eb,139.52679999999998,-46.08310000074134
1148,302038263,11,4937.15,826.2660000000001,19.6672,0.040233093,1604.026446,0.060819983,1.5474266669999999,2,n,,,eb,131.95148499799984,-69.39839899972428
1151,23328912,10,4836.56,765.748,38.0103,0.05640624,1571.531162,0.008293837,2.56392,2,n,8690.0,4.15252,eb,167.44705199999999,-35.40430999998255
1156,1190662,8,4793.34,1301.61,17.6284,0.027532805,1517.7079939999999,0.023930371000000002,0.44407749999999996,2,y,3595.0,4.28024,eb,136.03999999999996,-16.4935
1160,125501325,7,4775.56,740.562,41.1443,0.043858,1495.684396,0.059093297,4.3858,2,n,,,eb,105.85233199999999,-10.704519
1161,13738984,8,4761.0,16987.6,6.6883,0.0321262,1517.5029539999998,0.005887806,0.27695,2,n,5818.0,4.35944,usp,133.70947999999999,-11.037781
1162,89787749,8,4754.2,698.653,16.8156,0.040058667,1520.138715,0.23436680399999998,0.541333333,1,n,3374.0,4.910909999999999,eb,127.87390000066677,-59.20649999945649
1168,92938279,5,4669.45,292963.0,4.38325,0.037404987,1439.287515,0.185347378,0.275036667,2,n,3327.0,4.895580000000001,usp,83.63670000000002,-22.641
1174,92938280,5,4543.85,120583.0,4.45702,0.033553253,1439.2875210000002,0.15406435699999999,0.275026667,2,n,3396.0,4.952459999999999,usp,83.63809999933335,-22.640899999510673
1179,29847695,3,4462.94,729.512,50.1777,0.06997214,1387.977162,0.076000571,4.99801,2,y,6375.0,,eb,23.580840000000023,-8.457809
1182,350740905,13,4375.79,188079.0,4.227869999999999,0.02379789,1655.3990390000001,0.008493691999999999,0.155541765,1,n,8181.0,3.8681,usp,88.55196000000001,-56.177692
1187,436243444,6,4332.3,970.4010000000001,17.0092,0.03668598,1470.863681,0.032989085,0.67937,1,y,5093.0,4.24664,eb,84.13701000000003,8.434303
1191,396953669,5,4300.71,7562.5,6.5547699999999995,0.033276056,1439.323181,0.00323081,0.33276055600000004,2,n,4719.21,,eb,63.889111000000014,3.367783
1199,30287190,11,4219.96,317.188,43.5333,0.062486900000000005,1600.171783,0.026468932999999997,3.124345,2,n,6217.0,4.16785,eb,207.6025510006666,-31.231508999103795
1200,2353789,8,4205.02,855.834,19.8517,0.0449244,1522.512137,0.030641257999999998,1.87185,1,n,6969.0,3.91241,eb,134.278117,-28.772889
1201,279454212,4,4177.56,206.317,76.2101,0.070572,1411.223496,0.041042089,11.762,1,y,5951.0,4.42472,eb,58.47716599933335,-16.954263999232637
1206,425206178,7,4078.48,14106.5,4.97731,0.0346017,1492.7928220000001,0.062160105,0.16477,1,n,,,usp,111.55817200000001,7.68012
1208,161570793,5,4045.78,421493.0,4.29243,0.033702744,1438.122706,0.04921042900000001,0.276252,2,n,6262.0,4.37576,usp,74.44134200000002,-42.893513
1211,269762258,1,3999.76,41081.6,26.3625,0.0370916,1325.743117,0.11874648900000001,1.3247,2,y,3358.0,4.67634,eb,66.47076600000003,-81.31977
1212,20095466,5,3979.74,2754.05,7.97865,0.022455968,1441.364511,0.0027555229999999997,0.21184875,1,y,5966.0,4.49218,usp,89.22663799933332,-36.07530999946549
1219,284729177,5,3881.93,69118.4,4.44594,0.04591182,1439.356634,0.014845431000000001,0.20681,1,n,7571.0,3.43444,usp,67.66564299999999,10.603325
1226,185805011,8,3787.76,787.41,18.5029,0.04412089,1518.400513,0.27171999199999997,2.0054950000000002,2,y,3477.0,4.83505,eb,130.69920000000002,-31.0367
1242,214299966,1,3648.7,570.3009999999999,33.0497,0.04908048,1327.023461,0.017140806,3.06753,1,n,6181.0,4.14277,pl,339.168005,-36.944102
1256,147102369,8,3460.95,447.59,34.5767,0.06191459999999999,1517.4490230000001,0.058315455999999995,2.06382,2,y,7231.0,3.84525,eb,124.80055899866665,-30.42962299894403
1258,381854774,1,3450.21,777.7360000000001,22.1508,0.04605328,1327.4730539999998,0.010266364,1.6447599999999998,1,y,6375.0,4.12824,pl,321.79412199933336,-54.34042099973085
1261,178889597,10,3430.02,790.3660000000001,29.9775,0.04145394,1570.925621,0.024647832,1.8842700000000001,1,y,4777.0,,eb,195.12963899933334,-38.846312000111915
