t_phase,flux,fluxerr
-0.5,1.0471394062042236,0.0006645503453910351
-0.4999441499149542,1.0793651342391968,0.0006792018539272249
-0.4999355140225417,1.0492264032363892,0.0006652869051322341
-0.49990906324564155,1.0500410795211792,0.0006651555886492133
-0.4997904847893518,1.082400918006897,0.0006746056606061757
-0.4997003190225915,1.045163869857788,0.0006687058485113084
-0.49968964783229447,1.0447125434875488,0.0006641958607360721
-0.49966895524140414,1.077032208442688,0.0006730091408826411
-0.49958506058008006,1.0456293821334839,0.0006640774081461132
-0.49947955664494026,1.0821336507797241,0.0006786086014471948
-0.499439098854324,1.0806269645690918,0.0006739136879332364
-0.4994327194527621,1.0453892946243286,0.000663868966512382
-0.4993836752208291,1.0850309133529663,0.0006753504276275635
-0.49926312571349896,1.0488197803497314,0.000665525731164962
-0.49923726687142533,1.0770933628082275,0.0006809081532992423
-0.4992002528995097,1.0769580602645874,0.0006730586756020784
-0.4991924711506953,1.0491825342178345,0.0006648292182944715
-0.49918622573053023,1.0489565134048462,0.0006649214774370193
-0.49905086047695124,1.0832550525665283,0.0006747446022927761
-0.4989924513342777,1.0828675031661987,0.0006748844753019512
-0.49894975941973196,1.0795692205429077,0.0006736438372172415
-0.498842712321558,1.0435601472854614,0.0006636473699472845
-0.49874738418178477,1.0808038711547852,0.0006793054053559899
-0.49872686294818475,1.0809047222137451,0.0006741626420989633
-0.4987109468694096,1.0479679107666016,0.0006645680987276137
-0.49863864058587987,1.0858873128890991,0.00067562994081527
-0.49852810289356636,1.0478456020355225,0.0006669393624179065
-0.49847598355269235,1.0772567987442017,0.000672681606374681
-0.4984385816204442,1.0471713542938232,0.0006644295644946396
-0.498313067745191,1.083061695098877,0.000675081682857126
-0.49827222477521615,1.046317219734192,0.0006703480030409992
-0.49824472538292813,1.0435870885849,0.0006639510975219309
-0.49824239929521413,1.084116816520691,0.0006751752225682139
-0.49823229838759736,1.079265832901001,0.0006734224734827876
-0.49810217796509,1.0475244522094727,0.0006647078553214669
-0.498016376856094,1.0797348022460938,0.0006756834336556494
-0.4979908878563701,1.048186182975769,0.0006647048867307603
-0.49789539244508946,1.0832539796829224,0.000674786395393312
-0.49779496337011786,1.0441348552703857,0.000668623426463455
-0.49776451430018265,1.0465956926345825,0.0006643530214205384
-0.4977533658955241,1.0766812562942505,0.0006730711320415139
-0.4976926661094984,1.046241283416748,0.0006641754880547523
-0.4975771180874403,1.0835603475570679,0.0006762933917343616
-0.4975663370778049,1.0459580421447754,0.0006713176262564957
-0.4975196595812136,1.0437418222427368,0.0006635643076151609
-0.49751657832590135,1.0806845426559448,0.0006736521027050912
-0.49749391983630453,1.085543155670166,0.0006754214991815388
-0.49736346900145506,1.0478774309158325,0.000664703082293272
-0.49730765869473986,1.0780290365219116,0.0006788093014620245
-0.4972989671120604,1.047865629196167,0.0006648682174272835
-0.49727255965110706,1.0492260456085205,0.0006650464492850006
-0.4971539502544853,1.083343505859375,0.000674804556183517
-0.4970637986317164,1.0448906421661377,0.0006684890831820667
-0.4970531530792114,1.045737624168396,0.0006647031987085938
-0.4970324481101164,1.0791676044464111,0.0006736772484146059
-0.49694852295346803,1.045555591583252,0.0006642508669756353
-0.49684303227748383,1.080963134765625,0.0006781786796636879
-0.49680260056405595,1.080767035484314,0.0006741299293935299
-0.49679620878644765,1.0454567670822144,0.0006639422499574721
-0.49674713405746374,1.0863094329833984,0.0006757582304999232
-0.49662659736687137,1.048973560333252,0.0006653695600107312
-0.4966007783044233,1.0770131349563599,0.0006809965125285089
-0.4965637391405865,1.0781195163726807,0.0006735195638611913
-0.49655596976522887,1.0496747493743896,0.000665167230181396
-0.4965496810304118,1.0491389036178589,0.0006649232818745077
-0.4964143285940021,1.0833485126495361,0.0006747316801920533
-0.4963559039831049,1.082468867301941,0.0006749727763235569
-0.49634354830165056,1.0458686351776123,0.0006673121242783964
-0.49631325449923885,1.078932523727417,0.0006730212480761111
-0.496206176904014,1.0455201864242554,0.00066415622131899
-0.4960903673081078,1.0816290378570557,0.0006745067657902837
-0.49607443841216314,1.0489397048950195,0.0006649792194366455
-0.4960021016315825,1.0847097635269165,0.0006751478649675846
-0.49589157720144617,1.0468326807022095,0.0006666730041615665
-0.49584112173721484,1.0491503477096558,0.0006650770083069801
-0.49583947155912433,1.07732355594635,0.0006731058238074183
-0.49580203913025694,1.0475422143936157,0.0006645440007559955
-0.49567653807433143,1.0823205709457397,0.0006746319122612476
-0.4956082102971828,1.0441752672195435,0.0006639524945057929
-0.495605853713713,1.0837701559066772,0.0006750206812284887
-0.4955957956778986,1.0804318189620972,0.0006738235242664814
-0.4954656447566139,1.0454401969909668,0.0006639388739131391
-0.49537988342638,1.07835054397583,0.0006749102612957358
-0.4953543816103497,1.0499722957611084,0.0006651623989455402
-0.4952588557033131,1.0846871137619019,0.0006753969937562943
-0.4951584403281886,1.0456434488296509,0.000669074070174247
-0.4951280173345788,1.046972393989563,0.0006642001681029797
-0.49511685611404543,1.0782010555267334,0.0006732435431331396
-0.49505612627209195,1.0470553636550903,0.0006644989480264485
-0.4949405910680663,1.0838141441345215,0.0006762190605513752
-0.49492984983719324,1.0464707612991333,0.0006715694908052683
-0.49488314714609094,1.043675422668457,0.0006635734462179244
-0.4948800778261338,1.0821853876113892,0.0006742810364812613
-0.4948573760201586,1.0840649604797363,0.0006751720793545246
-0.49472693844489635,1.047561526298523,0.0006648284033872187
-0.49467116747668344,1.0789530277252197,0.0006787581369280815
-0.4946624202033057,1.0506179332733154,0.0006657494232058525
-0.49463605561372326,1.0491794347763062,0.0006651742151007056
-0.49451741616160494,1.0828468799591064,0.0006745544960722327
-0.4944272782404098,1.044810175895691,0.000668441760353744
-0.4944166587672512,1.044891595840454,0.0006641814834438264
-0.4943959409788289,1.0771832466125488,0.0006729913293384016
-0.49431198488400635,1.0453897714614868,0.0006641175714321434
-0.494206507908301,1.0813301801681519,0.0006783063290640712
-0.4941661022720617,1.080594778060913,0.0006738986121490598
-0.4941596985629828,1.0452570915222168,0.0006633636076003313
-0.4941105924529754,1.0850874185562134,0.0006753226043656468
-0.4939900690198123,1.0481889247894287,0.0006652545416727662
-0.49396428929457165,1.0771663188934326,0.0006809226470068097
-0.4939272253808001,1.0779911279678345,0.0006733710179105401
-0.49391946838062556,1.0493139028549194,0.0006647797417826951
-0.49391313633158807,1.0494813919067383,0.000665206229314208
-0.4937777967114847,1.0839347839355469,0.0006752014742232859
-0.4937193561916726,1.0830841064453125,0.0006750731263309717
-0.49370705575547735,1.044423222541809,0.0006668944843113422
-0.4936767495796089,1.079788327217102,0.0006736073410138488
-0.49356964148560667,1.0439971685409546,0.0006637671031057835
-0.4934743403082892,1.081536889076233,0.0006795341614633799
-0.4934538712264762,1.0815167427062988,0.0006742379628121853
-0.49343792995491675,1.0484967231750488,0.0006648097769357264
-0.4933655626768536,1.0861135721206665,0.0006754330242983997
-0.49325505150673615,1.0463379621505737,0.0006663962849415839
-0.49320462256167974,1.0492839813232422,0.000665118801407516
-0.4932029600097008,1.0769073963165283,0.0006728004664182663
-0.4931654966409329,1.0482879877090454,0.0006649897550232708
-0.49304000884459476,1.083289623260498,0.0006749748135916889
-0.492999244988431,1.0469282865524292,0.0006707280990667641
-0.492971695652129,1.0449566841125488,0.0006640976062044501
-0.4929693076893623,1.0834767818450928,0.0006748806335963309
-0.49295929296604174,1.0806142091751099,0.0006739196833223104
-0.4928291119909874,1.0477097034454346,0.0006651877774856985
-0.4927433899966658,1.0803089141845703,0.0006757324445061386
-0.4927178758045892,1.0493521690368652,0.0006650151335634291
-0.4926223189606735,1.0857166051864624,0.0006755221984349191
-0.49252191728669087,1.045921802520752,0.0006689995061606169
