t_phase,flux,fluxerr
-0.5,0.774307906627655,0.0012150934198871255
-0.4999434327833788,0.7790197134017944,0.001217702985741198
-0.49992616585836364,0.7814233303070068,0.001214958494529128
-0.4998089951787583,0.771400511264801,0.0012137119192630053
-0.49973636323097476,0.7791270613670349,0.001217541517689824
-0.4997282201736846,0.7820366621017456,0.00121317058801651
-0.4995908147120483,0.7754129767417908,0.0012160082114860415
-0.49954756186176097,0.7730464935302734,0.0012714104959741235
-0.49954235921569945,0.7712523341178894,0.0012139289174228907
-0.4995319138936927,0.7812864780426025,0.0012124868808314204
-0.4995301876038359,0.7804768085479736,0.001218932680785656
-0.49933792448153635,0.7790205478668213,0.001211456023156643
-0.4993250052259961,0.7796511054039001,0.0012177930912002921
-0.4993155552563927,0.7732036709785461,0.0012442603474482894
-0.4993152108828901,0.7737048268318176,0.0012151740957051516
-0.4991208862740299,0.7801126837730408,0.0012194642331451178
-0.49908925822902844,0.7732424736022949,0.0012148619862273335
-0.4990833613316222,0.7722715735435486,0.0012210608692839742
-0.49895793431070934,0.776759922504425,0.0012452079681679606
-0.49891788526733677,0.7783876657485962,0.0012167900567874312
-0.4988645600943799,0.7727106213569641,0.0012152275303378701
-0.49885150532343675,0.7737612128257751,0.0012140290345996618
-0.49874950606597834,0.7783023715019226,0.001236635260283947
-0.4987160497106637,0.7805705070495605,0.0012169273104518652
-0.4986411877322429,0.7723472714424133,0.0012152227573096752
-0.4986203105822038,0.7718756198883057,0.001213075709529221
-0.49854118577936896,0.7786354422569275,0.0012236074544489384
-0.4985154281867995,0.7811735272407532,0.001215764437802136
-0.4984192496439772,0.7734256982803345,0.001214897260069847
-0.49838997197599105,0.774491012096405,0.0012147967936471105
-0.4983333691317981,0.7791267037391663,0.0012180677149444818
-0.49831608763186713,0.7802876830101013,0.0012139318278059363
-0.4981989509601349,0.7764706015586853,0.0012171700363978744
-0.49816061528303174,0.7741891145706177,0.0012146633816882968
-0.4981262979610132,0.7786725163459778,0.0012176930904388428
-0.49811814032880736,0.7839491963386536,0.0012149743270128965
-0.4979807656353833,0.7735046744346619,0.0012156853917986155
-0.4979375370771493,0.7708134055137634,0.0012699855724349618
-0.4979323279528203,0.774925947189331,0.0012161963386461139
-0.49792183026907927,0.781898558139801,0.0012132507981732488
-0.49792012071417574,0.7797669768333435,0.001218724879436195
-0.4977278365384292,0.7806759476661682,0.0012125837383791804
-0.497714937256449,0.7812963128089905,0.0012198472395539284
-0.4977055315508772,0.7713073492050171,0.001243536826223135
-0.49770517800163017,0.7737171053886414,0.001215352676808834
-0.49751081668531116,0.7782532572746277,0.0012180808698758483
-0.49747922372806985,0.7753979563713074,0.001215878059156239
-0.4974733376261067,0.7725781202316284,0.0012214082526043057
-0.4973478717392791,0.7760939598083496,0.0012450972571969032
-0.49730781351910774,0.7805025577545166,0.001218033256009221
-0.497254522893572,0.7747328281402588,0.0012165004154667258
-0.4972414799984862,0.7741685509681702,0.0012141335755586624
-0.49713944349402095,0.7808891534805298,0.00123868347145617
-0.49710597580266075,0.7817721366882324,0.001216765958815813
-0.4970311483721883,0.775728166103363,0.0012166618835180998
-0.49701028471744146,0.7739289999008179,0.0012138347374275327
-0.4969311226675998,0.7791054248809814,0.0012238392373546958
-0.49690535265988867,0.7801171541213989,0.001214957213960588
-0.49680920812467577,0.7767623066902161,0.0012168564135208726
-0.4967799444915301,0.773420512676239,0.0012142533669248223
-0.4967233054802173,0.7802165150642395,0.001218354795128107
-0.49670600994518227,0.7815712690353394,0.0012149859685450792
-0.4965889062030177,0.775241494178772,0.0012165084481239319
-0.4965505861799265,0.7731597423553467,0.0012139201862737536
-0.4965162332303361,0.7779375314712524,0.0012173469876870513
-0.4965080599428005,0.7822376489639282,0.0012145059881731868
-0.49637071709905695,0.7752681374549866,0.0012161857448518276
-0.49632751229201044,0.7739995121955872,0.001270683598704636
-0.4963222972297529,0.7756860256195068,0.0012160573387518525
-0.4963117471848047,0.780561089515686,0.0012127772206440568
-0.49631005436406367,0.782017171382904,0.0012204120866954327
-0.49611774859532226,0.7831874489784241,0.0012137850280851126
-0.4961048687476172,0.7819729447364807,0.0012199032353237271
-0.49609550784536177,0.7744264006614685,0.0012450359063223004
-0.49609514511905234,0.7739436030387878,0.0012155685108155012
-0.4959007465559901,0.7799719572067261,0.0012192853027954698
-0.495869188687036,0.773648738861084,0.0012151916744187474
-0.495863313380516,0.7741104960441589,0.001222156686708331
-0.4957378097071333,0.7808347940444946,0.0012473592069000006
-0.49569774177035153,0.7811152935028076,0.0012185516534373164
-0.49564448623231233,0.7760303020477295,0.0012165707303211093
-0.4956314552149288,0.7756425738334656,0.0012146425433456898
-0.4955293814616117,0.7819003462791443,0.0012393096694722772
-0.4954959018951849,0.7849188446998596,0.0012183946091681719
-0.49542110901213376,0.7774361968040466,0.0012175949523225427
-0.49540025831339474,0.7751010060310364,0.0012144986540079117
-0.4953210600956424,0.7788986563682556,0.0012240814976394176
-0.4952952771335049,0.7826066017150879,0.0012163714272901416
-0.4951991666064287,0.7779819965362549,0.0012179487384855747
-0.4951699170081236,0.7764768600463867,0.001216056989505887
-0.49511324182916366,0.7806500196456909,0.001218718709424138
